% RR interval,RV pressure (mmHg)
0,9.47653429602889
1.9607843137255,10.6570397111913
3.26797385620915,11.8375451263537
3.92156862745097,13.0180505415162
4.57516339869278,15.3790613718411
5.88235294117646,17.3465703971119
6.53594771241828,20.101083032491
7.18954248366015,21.6750902527075
7.84313725490196,25.2166064981949
8.49673202614377,26.3971119133574
9.80392156862746,31.1191335740072
10.4575163398693,33.086642599278
11.1111111111111,37.8086642599278
11.764705882353,42.5306859205776
12.4183006535948,47.2527075812274
13.0718954248366,50.4007220216606
13.7254901960784,52.7617328519855
14.3790849673202,55.1227436823104
15.0326797385621,57.8772563176895
15.6862745098039,63.3862815884476
16.3398692810457,65.3537906137184
16.9934640522875,70.4693140794224
17.6470588235294,71.6498194945848
18.3006535947712,73.6173285198556
18.954248366013,79.913357400722
19.6078431372549,82.667870036101
19.6078431372549,85.0288808664259
20.2614379084967,87.783393501805
20.9150326797385,89.3574007220216
20.9150326797385,91.3249097472924
21.5686274509804,92.5054151624548
22.2222222222222,96.0469314079422
22.875816993464,98.8014440433213
23.5294117647059,102.342960288809
24.8366013071895,104.703971119134
25.4901960784314,107.458483754513
26.1437908496732,109.425992779783
26.797385620915,112.574007220217
28.7581699346405,114.935018050541
30.718954248366,116.509025270758
32.6797385620915,117.296028880866
35.2941176470588,116.902527075812
37.2549019607843,115.72202166065
39.2156862745098,112.967509025271
39.8692810457516,111
41.1764705882353,109.425992779783
41.8300653594771,107.064981949458
42.483660130719,105.097472924188
43.1372549019607,102.736462093863
43.7908496732026,99.9819494584837
44.4444444444444,97.6209386281588
44.4444444444444,93.2924187725632
45.0980392156863,91.3249097472924
45.7516339869281,84.6353790613718
46.40522875817,82.2743682310469
47.7124183006536,74.797833935018
47.7124183006536,70.8628158844765
48.3660130718954,67.3212996389892
49.0196078431373,63.3862815884476
49.6732026143791,56.6967509025271
50.3267973856209,52.7617328519855
50.9803921568627,48.826714801444
51.6339869281046,45.2851985559566
51.6339869281046,38.595667870036
52.9411764705883,36.2346570397112
53.59477124183,29.1516245487364
54.2483660130719,26.0036101083032
54.9019607843137,20.4945848375451
55.5555555555555,18.5270758122743
56.2091503267974,14.985559566787
56.8627450980392,11.8375451263537
58.1699346405229,8.2960288808664
58.8235294117647,5.93501805054149
59.4771241830065,4.36101083032486
61.437908496732,3.57400722021657
62.0915032679738,2
64.7058823529412,2.3935018050542
66.6666666666667,3.57400722021657
69.281045751634,4.36101083032486
71.8954248366013,4.75451263537906
74.5098039215686,4.75451263537906
77.124183006536,4.36101083032486
79.7385620915033,4.36101083032486
83.0065359477124,4.36101083032486
86.2745098039216,4.75451263537906
89.5424836601307,5.1480144404332
94.7712418300653,4.75451263537906
97.3856209150327,5.1480144404332
99.3464052287582,6.32851985559563
