Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10","Regional strain value, cardiac phase_11"
28,0,-0.0444459962347868,-0.149342195799885,-0.227070395823817,-0.252124745001879,-0.290448993746451,-0.279367833339511,-0.360576862575734,-0.268246820299836,-0.115462097245589,-0.126543269134226
29,0,-0.0179291030737329,-0.16114244644333,-0.157162161668703,-0.208680783907336,-0.259883862143329,-0.239688148982347,-0.371153512357916,-0.270709694595658,-0.0665044871869558,-0.110900221426982
30,0,-0.0123679196227473,-0.0674594531091003,-0.199846330266673,-0.205030584655921,-0.232304066074452,-0.161404486489912,-0.295619924883617,-0.226764083530466,-0.0559124226149937,-0.0799715963272987
31,0,-0.0671359052791854,-0.11585226093532,-0.217951603064068,-0.226894632663837,-0.289479550840947,-0.18671265856442,-0.321503712744978,-0.232527539065194,-0.0752613771868565,-0.0899590530177176
32,0,-0.0377924814528978,-0.0953732385802109,-0.232321688623882,-0.23876663867085,-0.263120818039525,-0.223475337954275,-0.323852125199748,-0.243135291222839,-0.0994707282948279,-0.105350692249211
33,0,-0.0396095912270221,-0.101929164410682,-0.244528342817335,-0.243207844141262,-0.264133058928487,-0.215430886795477,-0.332215537699465,-0.254059959803385,-0.11504124864091,-0.113563324135003
34,0,-0.040350092154301,-0.109196458885053,-0.254183009659371,-0.246223165840214,-0.264228517132778,-0.206781577226011,-0.339291447527266,-0.264111802761669,-0.131224000502659,-0.121947513721867
35,0,-0.00989051567923871,-0.104526521647819,-0.225116585972573,-0.241411580544477,-0.254077531230336,-0.28559189348687,-0.345117971626086,-0.27154354632064,-0.107089168601088,-0.120166276112392
36,0,0.0254856482049788,-0.0625544213301515,-0.183598824276101,-0.192099316898982,-0.197109599284569,-0.179253148746362,-0.325051399437258,-0.254081983143778,-0.0623610772319446,-0.0913189128218089
37,0,-0.0643587634713704,-0.115483648451015,-0.214548930536504,-0.222019710208236,-0.283467983586071,-0.189026321391198,-0.312372276545895,-0.228604692063318,-0.0718059268299185,-0.0869910768177611
38,0,-0.0688089246573019,-0.121283062178467,-0.213871715248125,-0.236096052311586,-0.301318886992429,-0.234776294312154,-0.319428100659835,-0.223445882007269,-0.0810183080800131,-0.0908865686355572
39,0,-0.0191162090979934,-0.0736610149826835,-0.168138458021402,-0.191509641153571,-0.239687502892835,-0.195949996670121,-0.280821075754534,-0.207597351340038,-0.0457218920786526,-0.0738764150748022
40,0,-0.100989317864897,-0.147301760938977,-0.234455479213673,-0.251920892899827,-0.324085203787756,-0.24951471139455,-0.342133516385209,-0.238452890911791,-0.103667778673898,-0.10757652959134
41,0,-0.0500264780326279,-0.102911431229924,-0.223204098316655,-0.230916099678369,-0.268819257876792,-0.216010588934436,-0.324149237091898,-0.241530396912133,-0.0900418976790771,-0.103039409905379
42,0,-0.0414746088893001,-0.100202955396607,-0.23479300511251,-0.23787457339775,-0.261460443292567,-0.227945943175162,-0.332002890918685,-0.253480700216805,-0.10778351360067,-0.114755263534185
43,0,-0.0439181585194173,-0.107360271584205,-0.247706876461749,-0.243030380138271,-0.262843838251442,-0.220120581761758,-0.340517819778004,-0.26478376247009,-0.123704526557403,-0.123689994145119
44,0,0.0101402679577953,-0.0631031371338755,-0.237832176025211,-0.235443263498613,-0.224793603970504,-0.251097349538099,-0.32734982820894,-0.268021991745695,-0.112549538576753,-0.113287455196507
45,0,0.0467288892201307,-0.0323602772662872,-0.19804427240713,-0.200727676830014,-0.181312608492008,-0.219072744632879,-0.312563874396771,-0.260170659547437,-0.0717613830587829,-0.0915639307305443
46,0,-0.0230383402967016,-0.071065755121737,-0.179757887238834,-0.191292425792272,-0.228315846199941,-0.180943589490689,-0.282017793261583,-0.218460604969811,-0.0464949688302178,-0.0796606526913652
47,0,-0.0177837663872799,-0.0671217055931854,-0.157015676271378,-0.177076157649745,-0.223045997077183,-0.183618284591947,-0.271662717945062,-0.208225472196212,-0.0398669107478795,-0.0733206325676133
48,0,-0.0373997815948585,-0.0917307192483999,-0.202712922973892,-0.221237740591855,-0.252397078946425,-0.244236022754477,-0.31699268410139,-0.236347817487617,-0.0853824439633363,-0.104426309821999
49,0,-0.0428111092667173,-0.0988235918715813,-0.2214108571413,-0.230299213281461,-0.256468371142155,-0.238571348080738,-0.328356530439121,-0.250154353091555,-0.100475722291081,-0.114136252528488
50,0,-0.0470188984255117,-0.106169685064747,-0.237581724339325,-0.237745811645373,-0.259343907600415,-0.231851839270288,-0.338388533628484,-0.262885673549849,-0.116217133544212,-0.12383621970389
51,0,-0.0273559486260749,-0.104483381764325,-0.229858131046191,-0.238271369698634,-0.249381545075776,-0.255046780563352,-0.346353280420461,-0.273371124082679,-0.121031941004459,-0.128590306332337
52,0,0.022731379341379,-0.0752979652038589,-0.186554693756373,-0.211624990890156,-0.203463685071732,-0.263707380871588,-0.337850344464882,-0.274472165316002,-0.0925655880262393,-0.113828853176704
53,0,-0.0332363606505353,-0.0797169215491743,-0.183316724021529,-0.190638984859655,-0.22727660962834,-0.182613042001643,-0.284917231291308,-0.224935958174876,-0.0535311164103314,-0.0855186259640213
54,0,-0.0280488213781156,-0.0754923487581466,-0.159771902055868,-0.175979560490665,-0.221148786399174,-0.184118713547196,-0.273421064804622,-0.213615101012932,-0.0465432217195469,-0.0778208394137543
55,0,-0.0436530053545752,-0.0975083255030845,-0.204569983708708,-0.220379872557407,-0.248971150339664,-0.246908149553769,-0.321008930134927,-0.243805248524326,-0.092885725424151,-0.111296660378365
56,0,-0.0496622232262103,-0.105342710388737,-0.223898043086569,-0.230212516219347,-0.253520037288676,-0.241587769157325,-0.332629248533842,-0.258106034831119,-0.108545368509379,-0.121934765672126
57,0,-0.0544633808320866,-0.113343441763457,-0.240708662727998,-0.238414441127015,-0.256807447903752,-0.235197382224693,-0.342832262690987,-0.271249156775299,-0.12475531825649,-0.132488678834037
58,0,-0.00649374495681343,-0.0979396455873675,-0.208372486193943,-0.230068749882359,-0.228452907266379,-0.27681042296704,-0.350484349264708,-0.281395253591106,-0.120224058278035,-0.132783511898947
59,0,0.0133174105481035,-0.0940767200905235,-0.162466850187749,-0.190456427638352,-0.19092142918024,-0.209230408623253,-0.343172946963042,-0.277949241078864,-0.0872149582276894,-0.115104707197532
60,0,-0.0451254706450541,-0.0896181534627748,-0.187202794410118,-0.190739100440942,-0.225942641529264,-0.183991085907724,-0.285922740138157,-0.230478740153875,-0.0607853972260209,-0.0909395022127281
61,0,-0.0399734129551956,-0.0851398322858116,-0.162895653836033,-0.175652095822332,-0.218936520637918,-0.18427501812796,-0.273243432623575,-0.218057329704062,-0.0534237535206062,-0.0818297562893849
62,0,-0.0518871412520701,-0.104602930190767,-0.206886828083159,-0.220357939396725,-0.24520253457409,-0.24896336637075,-0.323030657105338,-0.250204462840269,-0.100459299314047,-0.117622410313449
63,0,-0.0584718003636008,-0.113155880593074,-0.226790671943309,-0.230953190180689,-0.250205905239954,-0.244018214429341,-0.33485058064417,-0.264956580030519,-0.116697118050096,-0.129194032167046
64,0,0.0123654348391338,-0.0609728509043935,-0.221179657872083,-0.22560040241125,-0.201363135555846,-0.246717834659245,-0.328541720305564,-0.274320023995224,-0.122865314783771,-0.123296174200516
65,0,0.0718184166565219,-0.0107044037033688,-0.203330720445486,-0.209569801130193,-0.149617015164354,-0.239738011788946,-0.315951549336454,-0.278407975756496,-0.110520048279073,-0.109675124224522
66,0,-0.0303732006473182,-0.0656312634815248,-0.198955614175204,-0.192042863057241,-0.207241064042068,-0.209419394292616,-0.280984399274561,-0.233674126706567,-0.0674602055633299,-0.094758272750316
67,0,-0.0427702334628156,-0.0836825011592467,-0.165139884895996,-0.182503983393586,-0.216530027256021,-0.226006029446854,-0.280604942847265,-0.222584867534589,-0.0683613184110198,-0.0912571252062435
68,0,0.00248311452549155,-0.0434115799089269,-0.23021838071789,-0.220930617267032,-0.199288764677737,-0.273593708137732,-0.308959934340518,-0.254505196525087,-0.106862456918378,-0.114117510409822
69,0,0.0278031347951688,-0.0350116458265212,-0.228476466502346,-0.223569746053684,-0.183219191061317,-0.262647787312873,-0.316187697615302,-0.268472860312473,-0.121781236069083,-0.117814361535661
70,0,0.0345560184293587,-0.0530543945340509,-0.196501578861896,-0.214263668206961,-0.173239376714061,-0.248627322065558,-0.326443854287273,-0.279738830703467,-0.126773390376891,-0.123663615937627
71,0,-0.0223297046656032,-0.0618962079550522,-0.201441051911978,-0.20393668428835,-0.201056188880555,-0.264185826301883,-0.292477103314255,-0.241020626370855,-0.0936745146369514,-0.105320757314256
72,0,-0.00820183976288591,-0.0538188036234217,-0.23343092839773,-0.224117935641341,-0.196794858959465,-0.277106156470139,-0.309014715726841,-0.261898927702322,-0.118854300154448,-0.117318493010538
73,0,-0.0323327118616086,-0.0887703327273871,-0.233400477532908,-0.231289167648606,-0.211986367038197,-0.256285862238531,-0.326860972883691,-0.27821838972748,-0.136853014897651,-0.133159999996768
74,0,-0.0674449309566808,-0.132534503861109,-0.21705951850885,-0.253175022942551,-0.294864161911623,-0.212067085245744,-0.273801528536241,-0.183761718823919,-0.0466472154193106,-0.0605448961100871
75,0,-0.075931375329453,-0.105463463662935,-0.234264592555832,-0.267479960228121,-0.274354993557474,-0.184526625420757,-0.23104630203346,-0.154370934031825,-0.0495046546121012,-0.0387882122036132
76,0,-0.0492037726735275,-0.0815717670251157,-0.219452439244278,-0.240168411943742,-0.256425305493146,-0.145081942152804,-0.234998210790549,-0.166510230644519,-0.0331720529371694,-0.0379287423732709
77,0,-0.0871636861732958,-0.127413821855355,-0.240836039331029,-0.258903272803188,-0.28968010970116,-0.186525051174264,-0.26894126994472,-0.183159590930198,-0.0638800966935307,-0.0625798835051957
