% RR interval,RV pressure (mmHg)
0,22.3488372093023
1.27388535031847,24.5813953488372
1.91082802547771,26.6279069767442
3.18471337579618,28.8604651162791
5.09554140127386,31.8372093023256
5.73248407643311,34.4418604651163
7.0063694267516,37.6046511627907
7.0063694267516,40.0232558139535
9.55414012738854,42.6279069767442
9.55414012738854,45.4186046511628
10.828025477707,46.9069767441861
11.4649681528662,47.8372093023256
13.3757961783439,48.5813953488372
15.9235668789809,49.3255813953488
17.8343949044586,51.1860465116279
19.108280254777,52.6744186046512
20.3821656050955,54.5348837209302
23.5668789808917,56.2093023255814
26.7515923566879,54.5348837209302
28.0254777070064,53.4186046511628
28.0254777070064,52.3023255813954
29.2993630573248,51.3720930232558
30.5732484076433,50.2558139534884
33.7579617834395,51.3720930232558
36.3057324840764,50.0697674418604
36.9426751592357,47.8372093023256
38.2165605095542,44.8604651162791
38.8535031847134,40.7674418604651
40.764331210191,36.4883720930233
41.4012738853503,31.0930232558139
42.0382165605095,26.2558139534884
43.9490445859873,20.1162790697674
45.2229299363057,16.5813953488372
46.4968152866242,14.1627906976744
47.1337579617834,11.7441860465116
47.1337579617834,10.0697674418605
49.0445859872612,8.58139534883719
50.3184713375797,7.46511627906978
51.592356687898,6.34883720930233
52.2292993630573,4.86046511627907
54.7770700636943,3.93023255813952
56.687898089172,4.86046511627907
58.5987261146497,5.7906976744186
59.2356687898089,6.90697674418604
60.5095541401274,8.76744186046514
62.4203821656051,9.88372093023256
65.6050955414013,11.3720930232558
68.1528662420382,12.3023255813953
71.9745222929937,12.8604651162791
76.4331210191083,13.6046511627907
78.9808917197452,14.906976744186
82.8025477707007,15.8372093023256
86.624203821656,15.8372093023256
90.4458598726115,15.4651162790698
94.2675159235669,16.0232558139535
96.1783439490446,17.1395348837209
96.8152866242038,18.2558139534884
98.0891719745223,19.7441860465116
99.3630573248408,21.046511627907
99.3630573248408,23.2790697674419
