% RR interval,RV pressure (mmHg)
0,14.0425101214575
2.01342281879198,14.3744939271255
2.5167785234899,14.830971659919
3.52348993288587,15.1629554655871
4.0268456375839,15.7854251012146
4.0268456375839,16.4493927125506
5.03355704697987,17.0718623481781
5.03355704697987,17.5698380566802
5.53691275167785,18.2753036437247
6.04026845637583,18.8147773279352
6.04026845637583,19.9767206477733
7.04697986577179,20.3502024291498
7.55033557046983,20.8066801619433
8.55704697986573,22.6740890688259
8.55704697986573,23.1720647773279
9.06040268456377,24.997975708502
9.56375838926175,25.8694331983806
9.56375838926175,26.7823886639676
10.0671140939597,27.6123481781377
10.5704697986577,28.4423076923077
11.0738255033557,29.3552631578947
12.0805369127517,31.0151821862348
12.5838926174496,31.7621457489879
13.0872483221477,33.837044534413
13.5906040268457,34.584008097166
14.0939597315436,36.4099190283401
14.5973154362416,36.8248987854251
15.1006711409396,37.1983805668016
15.1006711409396,39.1487854251012
16.1073825503356,39.7297570850203
16.1073825503356,40.3522267206478
16.6107382550335,40.9331983805668
16.6107382550335,41.3896761133603
17.6174496644295,41.9706477732794
18.1208053691275,42.7176113360324
18.6241610738255,43.0080971659919
19.1275167785235,43.3815789473684
20.1342281879195,44.087044534413
20.1342281879195,44.419028340081
21.1409395973154,44.668016194332
21.6442953020135,45.0414979757085
22.1476510067114,45.331983805668
22.6510067114094,45.580971659919
24.6644295302013,45.746963562753
26.1744966442953,45.5394736842105
27.1812080536913,45.2904858299595
28.1879194630872,45.0414979757085
29.6979865771812,44.834008097166
30.7046979865772,44.585020242915
31.7114093959731,44.419028340081
34.2281879194631,44.17004048583
34.2281879194631,43.5890688259109
35.2348993288591,43.1325910931174
35.738255033557,42.7591093117409
36.241610738255,42.3856275303644
36.744966442953,42.0121457489879
37.248322147651,40.7672064777328
37.751677852349,40.1032388663968
38.255033557047,38.7338056680162
38.758389261745,37.9453441295547
38.758389261745,37.1983805668016
39.261744966443,36.2024291497976
39.7651006711409,35.2894736842105
40.2684563758389,34.252024291498
40.2684563758389,32.9655870445344
40.7718120805369,32.0526315789474
41.2751677852349,31.0151821862348
41.7785234899329,28.7742914979757
42.2818791946308,28.2348178137652
42.7852348993288,27.7783400809717
42.7852348993288,25.7864372469636
43.2885906040269,25.3714574898786
43.7919463087248,24.9564777327935
44.2953020134228,23.0890688259109
44.2953020134228,22.4251012145749
44.7986577181208,21.8026315789474
45.8053691275168,20.9726720647773
46.3087248322148,19.1467611336032
46.3087248322148,17.9848178137652
47.3154362416108,16.7398785425101
47.8187919463087,15.5779352226721
47.8187919463087,13.171052631579
48.3221476510067,12.5900809716599
48.8255033557047,11.9261133603239
49.3288590604027,9.72672064777329
49.8322147651007,9.35323886639677
49.8322147651007,8.85526315789474
50.3355704697987,7.40283400809717
50.8389261744966,6.48987854251013
51.3422818791946,5.8259109311741
51.3422818791946,5.41093117408907
52.3489932885906,4.99595141700406
52.8523489932886,4.16599190283402
53.8590604026845,4.74696356275305
53.8590604026845,5.49392712550608
54.3624161073826,6.19939271255061
54.8657718120805,6.98785425101215
55.3691275167785,7.52732793522268
55.3691275167785,8.0253036437247
56.3758389261745,8.39878542510122
57.8859060402685,8.77226720647774
58.3892617449665,9.10425101214575
58.3892617449665,9.68522267206478
58.8926174496644,10.0172064777328
60.4026845637584,9.68522267206478
60.4026845637584,9.14574898785426
60.9060402684564,8.64777327935224
61.9127516778523,8.1497975708502
62.4161073825503,8.48178137651823
62.9194630872483,9.06275303643725
65.4362416107383,9.35323886639677
65.9395973154362,9.80971659919029
66.4429530201342,10.1002024291498
66.4429530201342,10.5981781376518
68.4563758389262,10.7226720647773
69.9664429530201,10.5151821862348
71.4765100671141,10.6811740890688
71.9798657718121,10.9716599190283
74.496644295302,11.1376518218623
76.5100671140939,11.3451417004049
79.5302013422819,11.5941295546559
81.0402684563759,11.7601214574899
84.0604026845638,11.7601214574899
85.5704697986577,11.9261133603239
86.5771812080537,12.2165991902834
87.5838926174496,12.5485829959514
89.0939597315436,12.9220647773279
89.5973154362416,13.2955465587045
90.1006711409396,13.586032388664
92.1140939597316,13.835020242915
94.6308724832215,13.835020242915
96.6442953020134,13.669028340081
99.1610738255034,13.835020242915
