Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9"
15,0,-0.0223456021530168,-0.272081457043142,-0.0201989845567352,-0.243614687719665,-0.273918079266671,-0.124869334141329,-0.213059753407288,-0.073105875027123
16,0,-0.0270870809075842,-0.28291031091423,-0.031618169279197,-0.260364577894171,-0.297818572081949,-0.134630849978468,-0.244933996275323,-0.0743386623300478
17,0,-0.0110632265363464,-0.253068624738241,-0.0624517629148913,-0.204933945170026,-0.198503148669267,-0.0756826279450454,-0.126355523350353,-0.0516546255118102
18,0,-0.0197623894248202,-0.267423129940651,-0.0799106849289773,-0.235961207052811,-0.22183705467241,-0.0985430670841302,-0.161982151534408,-0.0499141709739452
19,0,-0.0153489165474798,-0.250950696424789,-0.00705200571031939,-0.21819045857963,-0.224996395640349,-0.125707980723916,-0.141041155703751,-0.0833661140332761
20,0,0.0285512872038383,-0.190767321927323,0.0670123436749879,-0.129118631082089,-0.142621040196696,-0.114956024409524,0.0131938244337515,-0.0783235066544938
21,0,-0.0131049705744635,-0.271988668976642,-0.0167757183611122,-0.256076447271587,-0.278397192314509,-0.131732118067764,-0.213239155189286,-0.0770473643682031
22,0,-0.00413107897149478,-0.261724384287539,-0.0320341911383339,-0.231746836091249,-0.236076241107903,-0.101417530353079,-0.175204106649454,-0.064250180828115
23,0,0.00357549702415016,-0.250497452292845,-0.0490980228849545,-0.212057459683685,-0.193735194910005,-0.0785152069787757,-0.135969357800435,-0.0491107233789354
24,0,0.0254232723808947,-0.208464121300204,0.0680347845032487,-0.156653056202103,-0.171136323049678,-0.133840756802288,-0.0213406910057037,-0.0949008372149154
25,0,0.00476400771630248,-0.186292511035,0.0347771120241311,-0.13217102862033,-0.132408186401767,-0.116178914903361,0.0141251771415161,-0.0852662919664425
26,0,0.00889581914516224,-0.246100034794431,0.0183084467715955,-0.224707664479275,-0.236174838873442,-0.130748457407004,-0.132526299170341,-0.0843478497407857
27,0,-0.00881953830625415,-0.243831279831331,-0.0312060834402074,-0.222646647356676,-0.221299608192162,-0.103337303066594,-0.146770723924991,-0.0738468536705839
28,0,-0.0120890003459884,-0.240948808803285,-0.0738525009211362,-0.208513609253766,-0.180783249059651,-0.0790484801842644,-0.118054917217226,-0.0580071170806277
29,0,-0.0040231657701455,-0.236278966993573,-0.055113220485225,-0.202049674434969,-0.160061214580672,-0.0745671276181393,-0.122332393388421,-0.0494538248587294
30,0,-0.00555936883451913,-0.17990939835393,0.00418198297525318,-0.13423156734959,-0.140359920885403,-0.131190682664568,0.0562088405062178,-0.100731253578259
31,0,0.0211627457154837,-0.157240003882864,0.0204879265568922,-0.105620622967953,-0.095727707148196,-0.074687990666221,0.0675316056029052,-0.0678749429681251
32,0,-0.00358106389998714,-0.225217012460596,0.00638073541480022,-0.202770124405196,-0.202243694288465,-0.130492998986144,-0.0751655150769783,-0.0939153409320365
33,0,0.0203379563522004,-0.195738470470008,0.0102622230337779,-0.159813166694314,-0.134384842899575,-0.0526724003720128,-0.070339805514827,-0.0574630862928152
34,0,-0.0046904282991016,-0.191368120808799,-0.0412700506708112,-0.143990515767454,-0.107567657476556,-0.0488151871543929,-0.0260408485390344,-0.0579258846373102
35,0,-0.00771704124223282,-0.210494652127025,-0.0351206344449859,-0.160232596764047,-0.139941027938769,-0.0865825911145268,-0.0204035382919412,-0.0814101644503155
36,0,0.00366113546537195,-0.214028947086253,-0.0382210104833369,-0.197781176166604,-0.178496435450531,-0.113389274810838,-0.00392481421792967,-0.0792082758679367
37,0,-0.0104194450876426,-0.199990740908265,-0.0233178602843033,-0.173539898566992,-0.140619312340705,-0.0805806254120753,-0.0478948457193424,-0.0763113496488885
38,0,0.0239003662384416,-0.169454384528084,0.0283347917080545,-0.119002025252615,-0.0770438749859389,-0.0346562073330078,-0.0196742476273108,-0.0493118247309325
39,0,0.0158519629601577,-0.191571999161084,0.00922991008196461,-0.157146258434449,-0.134035718957944,-0.0874475495757508,0.00415287867319636,-0.0749462848914668
