Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10","Regional strain value, cardiac phase_11"
488,0,-0.0574280290972542,-0.0572662274150763,-0.0840435908094397,-0.0773493065015313,-0.0578962369236856,-0.15606433136865,-0.152120564491428,-0.0239145100648359,-0.0913254466106987,-0.0147374008032471
489,0,-0.00362280042699092,-0.0449041190946378,-0.041286795628216,-0.0898194440136567,-0.117182900502405,-0.144012389780953,-0.084017394684871,-0.0435549237447183,-0.0108094381598098,0.0149607615251719
490,0,-0.0113823305094897,-0.0445300248238766,-0.0435632312729591,-0.0975119562414044,-0.131031343039527,-0.153348242990921,-0.0773937322168751,-0.0707873733063036,-0.0058519751612095,-0.000286211839289896
491,0,-0.0147264633256796,-0.0551870189087756,-0.0783411212490569,-0.117345413466487,-0.136756743474368,-0.153901863004215,-0.0850091819750534,-0.0664298384269201,-0.00577977342774449,-0.0202711448188965
492,0,-0.0550175809604401,-0.0682102650911248,-0.0968708072240662,-0.131841720855988,-0.160417762546416,-0.179240609680823,-0.109438301843418,-0.110173295897739,-0.00454131168892469,-0.0609457499990452
493,0,-0.0570902070282209,-0.0781870128843665,-0.0691366914144708,-0.0695707239107801,-0.0672877668660002,-0.139177379342096,-0.149983908870413,0.00707498341137036,-0.100560653623924,-0.00378466486895823
494,0,-0.0906095270859554,-0.0852595479658041,-0.100197822938761,-0.0866553822690229,-0.0911435244155333,-0.172320591973681,-0.145076079845716,-0.0238732683345926,-0.0932962413872435,-0.0265108477489385
495,0,-0.0302078662509271,-0.0566280444430479,-0.0675980701102401,-0.11010886271413,-0.145285835669026,-0.167407201572924,-0.0940725803850857,-0.0856107603974025,-0.00410203421455801,-0.0253203767833945
496,0,-0.0552412368466593,-0.0631093843858254,-0.074718227633391,-0.11732089948032,-0.16070200039126,-0.183672565410016,-0.107248545866098,-0.115155533141345,-0.00345780789340633,-0.0483335068014367
497,0,-0.058091746623288,-0.0692052986293087,-0.0974829398409797,-0.129316535877933,-0.167200266603011,-0.183850686364472,-0.113091430291623,-0.115651625185441,-0.0026650816609104,-0.0670160396309581
498,0,-0.0423519715956523,-0.056794867288167,-0.0730322321430357,-0.117751337645162,-0.157484169909433,-0.171478079686751,-0.0919636729521647,-0.115210490859315,5.57463186325879e-05,-0.0503617788280718
499,0,-0.0277581537317798,-0.0565709790395184,-0.0742420448501071,-0.115520057556046,-0.150331599173131,-0.158799425489628,-0.0852716812870289,-0.0984233767055588,-0.000441979335990772,-0.0437818045705864
500,0,-0.0395235763274593,-0.0497741739707385,-0.0437970687493536,-0.0355195686850974,-0.0484838339966179,-0.132447692544091,-0.113431949516696,-0.0142012849608376,-0.0732547711836073,-0.0151097472027769
501,0,-0.0124347620152294,-0.0477553622710145,-0.0422680619843393,-0.0899507165505294,-0.133035102214006,-0.159600014820619,-0.0848960732511737,-0.0674485608523765,-0.00266899362556239,0.00227898054524411
502,0,-0.0164045346115289,-0.0476100304186219,-0.0424906591982862,-0.0924551974188829,-0.138624784887009,-0.162058321777687,-0.082664548019221,-0.0794754728326451,-0.000802225789112265,-0.00501430944057957
503,0,-0.0332401888213277,-0.0598059488178569,-0.0582870315166136,-0.115388255883893,-0.148475655141056,-0.178259567072574,-0.0966566192954028,-0.0950894990699555,-0.0226089515213593,-0.0189148980773092
504,0,-0.0385641380127558,-0.0717950126088392,-0.0836834059807088,-0.137753750967162,-0.152720619860868,-0.183607096847336,-0.110701645409922,-0.0987076182817029,-0.0369696412193621,-0.0376719081316704
505,0,-0.025328647367908,-0.0571743711702722,-0.0595887876414121,-0.11060734130534,-0.145166301226049,-0.158471175394272,-0.0859462016097643,-0.0981836660374676,-0.00768063305487365,-0.032398439935749
506,0,-0.0556284370174455,-0.0615000807518773,-0.0946378693339404,-0.0847329882562788,-0.0744665837628655,-0.172108413180517,-0.155820741019965,-0.023310680269915,-0.0878510666798133,-0.019646760226274
507,0,-0.0138125365469262,-0.0493966619849957,-0.0420144260174086,-0.0881660294799855,-0.135666048540254,-0.162983715487873,-0.0879030273425867,-0.0686512737541086,-0.0015994075281861,0.0022759844791238
508,0,-0.0222442242665138,-0.0604294289886268,-0.0637501698657974,-0.108011689574246,-0.141756389083707,-0.16667967663348,-0.0951314403304443,-0.071805911238474,-0.011750615090977,-0.0110307165797531
509,0,-0.0423619729597948,-0.0763119577433259,-0.0866045110134165,-0.13562064483896,-0.153386240076921,-0.185696511011938,-0.112924384722767,-0.0888147685740209,-0.036660263016885,-0.0280138955161641
510,0,-0.0330832328026622,-0.0614603298212825,-0.0572893827110007,-0.112397499954359,-0.149173091720459,-0.176815181721949,-0.0990918860850563,-0.1028285435516,-0.0174440099326191,-0.0245185127631516
511,0,-0.058466362980311,-0.0833910712830205,-0.0772204015235765,-0.0784373130348758,-0.0832753324470343,-0.15679564034381,-0.150345474976176,0.00290948628585808,-0.099481430805278,-0.0106648207495451
512,0,-0.0901442903395654,-0.0880790327184543,-0.105084135022941,-0.0945633880603071,-0.103947016522042,-0.184155336969892,-0.145629070123913,-0.0274395757577417,-0.0894057027339317,-0.0312423496243653
513,0,-0.0203327978647739,-0.0667190259712316,-0.081164227847293,-0.111056238604874,-0.143299225805163,-0.157425632982418,-0.0943528938822525,-0.0593614349591114,-0.00509305284413275,-0.0161094757473276
514,0,-0.0224699640506911,-0.0639829297374955,-0.073736923698549,-0.10661781146848,-0.143654762191923,-0.156052048766756,-0.0901554762098634,-0.070176953873173,-0.000199638319785977,-0.0186482538420041
515,0,-0.0703529347504992,-0.0746717873748761,-0.081823620825684,-0.0691456053370563,-0.0904647744516667,-0.166637204804971,-0.12601576952533,-0.0143863139931258,-0.0744184669481365,-0.0220191185886645
516,0,-0.0606308228295105,-0.0779558510834601,-0.0975602908228097,-0.124134601013409,-0.1735795533255,-0.190902098721402,-0.124962378068684,-0.108854815159394,-0.00358141231415132,-0.0570452075571956
517,0,-0.0853812909646621,-0.0985284943471041,-0.103813928353628,-0.13850130644465,-0.195616092593209,-0.206836203812316,-0.160185676739495,-0.134307191265325,-0.0299105105301224,-0.0917742218849552
518,0,-0.0491135724735682,-0.0655931392539836,-0.0628913784910484,-0.105187049126196,-0.16587910012602,-0.177263595741192,-0.10903402865896,-0.118169369143893,-0.00161639580763073,-0.0496483954379416
519,0,-0.0846359208204475,-0.0854570120223712,-0.0834395004516251,-0.124428877844815,-0.190349041263826,-0.212132088567526,-0.151556307414261,-0.145623933654188,-0.0166689153589821,-0.0796703875057645
520,0,-0.0366287290416916,-0.0653045015104353,-0.0704564361847591,-0.104110160519733,-0.16017856722174,-0.160103026560245,-0.0969883338382871,-0.0994360461036146,0.00146674651443823,-0.0428417768706588
521,0,-0.0745005435286397,-0.0714143895331146,-0.105707127878479,-0.0853975014352351,-0.103317245959096,-0.191802538927881,-0.133027055357243,-0.0470866813973655,-0.0622629893987795,-0.0403907243840403
522,0,-0.0623086395748254,-0.071919628451907,-0.0794419064959262,-0.11313584112921,-0.17748407159858,-0.204729333077264,-0.130754946119951,-0.118174178374036,-0.00202616750156359,-0.0472742069963823
523,0,-0.0719455683001722,-0.0747028048883334,-0.0859449373453309,-0.117340382864388,-0.185587764112126,-0.20682887948665,-0.135490598938752,-0.131507453216867,-0.000904249255670786,-0.0634335397490636
524,0,-0.0512476925401225,-0.078276789055101,-0.0824108077199026,-0.116468948640134,-0.171580155298908,-0.1798342897031,-0.121688453511319,-0.104692311967594,-0.0115332475621635,-0.0504404754141248
525,0,-0.0305472266420085,-0.0673182222665083,-0.0682059113476473,-0.101523751591386,-0.153517204918646,-0.150554041576349,-0.0937361761107661,-0.08675146181085,0.000124507661418027,-0.0321164747073868
526,0,-0.0367702934257496,-0.0518823618696382,-0.0793490021931959,-0.06830682746311,-0.0809226856433691,-0.181419800228457,-0.138869014395463,-0.038665053894248,-0.0658761699134408,-0.0281622800946189
527,0,-0.028279498504997,-0.0585589498655283,-0.0481784861169111,-0.0895069508725437,-0.154946668701452,-0.186696708193768,-0.10878569627776,-0.0830765574431636,0.000783665214670881,-0.0016117627873975
528,0,-0.0317596893840059,-0.0576650959875785,-0.0469013483578837,-0.0892086113879089,-0.158155523349214,-0.185037349541306,-0.107495111734689,-0.0922522797962124,0.00281716390618225,-0.00767813262346373
529,0,-0.0350512388275535,-0.0568681765497768,-0.0453068957067648,-0.0882942321284998,-0.160796519778035,-0.181983162247715,-0.106513363177821,-0.100140302671325,0.00408143616401468,-0.0137512091608193
530,0,-0.0315392843565474,-0.0691899158360209,-0.0719319415079027,-0.10413052273327,-0.158295141892636,-0.162282778584821,-0.101606602672843,-0.0831255872610378,-0.00204579638264502,-0.0251523580820704
531,0,-0.05161902877381,-0.0728900635991002,-0.0811563055185465,-0.107099890596333,-0.174948322419696,-0.169817705040863,-0.115476794309621,-0.107799342989706,-0.000988851673381919,-0.0542569604772228
532,0,-0.039994381134127,-0.0566479641075229,-0.0869159501121469,-0.0769541683422404,-0.0922342725459135,-0.192861131700084,-0.14317987787689,-0.043744385171759,-0.0658699273169443,-0.0308065901667807
533,0,-0.0350847170694608,-0.0595489077857871,-0.0489252424330966,-0.0904197030794289,-0.162355411528378,-0.189858279741477,-0.112782096387215,-0.0948063048501716,0.00230290228484331,-0.0077018416101382
534,0,-0.0384267978540171,-0.0589383910815381,-0.0478032538960402,-0.0894843564345679,-0.164747296445059,-0.187247476182779,-0.113333446395372,-0.101475219863883,0.00341864352842114,-0.0129916856442089
535,0,-0.0499522535017857,-0.0673407677535168,-0.0666986478452363,-0.100353630905173,-0.174200599070386,-0.184005654722143,-0.121412527983363,-0.10915739108943,0.00036223077140507,-0.037244278725863
536,0,-0.0617039371754945,-0.0760336124573325,-0.0888828150415836,-0.111530944817292,-0.188009887749076,-0.184855306433746,-0.130210694653296,-0.116522323691626,-0.00325265489796245,-0.0614313484949335
537,0,-0.0464213105342637,-0.0834665067530342,-0.0870706469606927,-0.11559894186503,-0.165220953302687,-0.15402899255397,-0.109197274712016,-0.0908579822284368,-0.00990893195274878,-0.0432559282060432
538,0,-0.0438401667629787,-0.0617930379184826,-0.0950846454752897,-0.0865851668124545,-0.104254414860338,-0.205191546501114,-0.147960867187787,-0.0497546918863587,-0.066254708403273,-0.0336690248845227
539,0,-0.0421183442941467,-0.0609915815630843,-0.0508804855087214,-0.0915866290311793,-0.169082111356188,-0.19300377144977,-0.120609921782172,-0.103249182467238,0.00228979679736763,-0.0124328521067135
540,0,-0.0447542418469877,-0.0597781327357059,-0.0484221725611991,-0.0888601547484701,-0.170112857549212,-0.186696562935751,-0.11988759259589,-0.108674112064752,0.00308738309871903,-0.0178966518289253
541,0,-0.0396707958675347,-0.0733757436311671,-0.0741316415568629,-0.103378285864831,-0.166241917225348,-0.162597786694702,-0.109263326973233,-0.0873804741667629,-0.00393565251601691,-0.0256531064918808
542,0,-0.0340261459818187,-0.0874256824209332,-0.0984748087400076,-0.116369156215788,-0.158107010185834,-0.134358620316614,-0.093365299104891,-0.0644756788947537,-0.00758939051352503,-0.0294086728662901
543,0,-0.0482745322708621,-0.0672703496946813,-0.103811556772219,-0.0971310611212007,-0.116871155672481,-0.21830600288848,-0.153200576803058,-0.0566687824680361,-0.0670348820878673,-0.0367507301935421
544,0,-0.0457887076785838,-0.0625323150156057,-0.0536581450147442,-0.0937010297620768,-0.173323352141117,-0.197684728608706,-0.1266579019859,-0.105900454555434,0.00100481586485301,-0.0125408401798723
545,0,-0.0484672224057887,-0.0614756361299826,-0.0517745702392285,-0.0912319140767494,-0.174186079914047,-0.19191473144637,-0.127569474952092,-0.110246998851418,0.00159139722783652,-0.0172827257696225
546,0,-0.0436140634416494,-0.0755095340549941,-0.0769846347533084,-0.104960269876413,-0.169967858766219,-0.165628499700359,-0.113869743507977,-0.0875519935455041,-0.00528046526276582,-0.0233465632406151
547,0,-0.0383139947042103,-0.0901405153167524,-0.101177147072225,-0.117360188987412,-0.161720199693307,-0.135472676635839,-0.0947723567191836,-0.0634158951910905,-0.0086754495148208,-0.0254823644864063
548,0,-0.0532554090438043,-0.0730314107668073,-0.113046116745019,-0.108513785206825,-0.129965496620481,-0.232087833512967,-0.158882369071439,-0.064449277042176,-0.0682124706861812,-0.0400509537365765
549,0,-0.0520763189624265,-0.0626224853043766,-0.0547370256802673,-0.0934077524797824,-0.178001824942131,-0.195848227718798,-0.133905583381536,-0.112495054216316,-0.000123770490079833,-0.0173432621352341
550,0,-0.0476571340604847,-0.0773760308801842,-0.08025872822348,-0.107231729720721,-0.173885583486825,-0.169092591630141,-0.118760596274834,-0.0880576448600384,-0.00701122827785805,-0.0212665810145045
551,0,-0.0426111325742961,-0.0924553108434804,-0.104243527919713,-0.118901965223265,-0.165520526187928,-0.137104332056488,-0.0964083137667414,-0.0627062177938562,-0.010047509797068,-0.021766588511867
552,0,-0.0670425954759245,-0.082304455148059,-0.11823556718367,-0.116732976740054,-0.143469867750977,-0.23607622455767,-0.153463886607249,-0.0715095985340388,-0.0629528567246489,-0.0425396457218636
553,0,-0.0517547933562714,-0.0789308076487391,-0.083919111501613,-0.110172233079949,-0.177943187595099,-0.1729897795283,-0.12392420304581,-0.0888926261857692,-0.00915325827443891,-0.0194738266419776
554,0,-0.0468757158642171,-0.0943195858815365,-0.107644376795218,-0.120979500426072,-0.169457024972141,-0.139270844215373,-0.0982803038511246,-0.0623618169711625,-0.011750245151632,-0.0183395420533004
555,0,-0.0949274879542394,-0.0978625073053978,-0.157496479599526,-0.155915764485566,-0.18247272849513,-0.276646801735804,-0.172864301613337,-0.0847596965845817,-0.0569466184682125,-0.0486541661902166
556,0,-0.0558603150723325,-0.0801315948866174,-0.0879255232554031,-0.113752886047393,-0.182082388087778,-0.177312860661318,-0.129344668600598,-0.0900453125671621,-0.0117310028736963,-0.0180284271184538
557,0,-0.0510664687256935,-0.09568611094855,-0.111345245676081,-0.123570180742089,-0.173471695934103,-0.141979271572896,-0.100391728872181,-0.0623912500084525,-0.0138275458944219,-0.0152785288728678
558,0,-0.0943214002826217,-0.102086553034543,-0.158472360697011,-0.162857269155951,-0.18615163541022,-0.280091371083183,-0.175216010798543,-0.0885103578178598,-0.0693120698051845,-0.0500170236921851
559,0,-0.058474129709557,-0.0839864129799155,-0.0965927356439438,-0.119561363990364,-0.184921099557513,-0.175931979948179,-0.128060595159307,-0.085908748330882,-0.0155765901220095,-0.0163448758942977
560,0,-0.062416482594486,-0.0852430069974662,-0.102485242380495,-0.117027706214158,-0.184142344122821,-0.157332753496139,-0.127314141314524,-0.0865812363639016,-0.0151179209713538,-0.0324714730673865
561,0,-0.101188141247996,-0.10772123524792,-0.12548022788069,-0.134799215481537,-0.172552686097414,-0.249122034895727,-0.141421473748653,-0.107372989580054,-0.0550909628611863,-0.0556744577609993
562,0,-0.0647394139722814,-0.0797417764046058,-0.0931711186188739,-0.11396094682345,-0.182984276732888,-0.166895784632647,-0.134945463111081,-0.0899372386559303,-0.0160931212417278,-0.0189397023678151
563,0,-0.108718868870748,-0.113895330860846,-0.133911898852702,-0.14572683528376,-0.182965325702213,-0.260170779287518,-0.147374177160487,-0.118321168591446,-0.0571941714973367,-0.0595894236341817
564,0,-0.0682398830864571,-0.0791896314660756,-0.0977691125176184,-0.118463822238761,-0.186212038856194,-0.171173190451436,-0.140745464492564,-0.0911815691470106,-0.0200358050107899,-0.0185673263321116
565,0,-0.121248742662343,-0.117456099048276,-0.189452796451183,-0.204017978257838,-0.228021275708824,-0.326521038249276,-0.1958242777538,-0.118967635093681,-0.0583771204221123,-0.0561001707743908
566,0,-0.0719845680452891,-0.0955443698305181,-0.116773464407683,-0.139934407864932,-0.182369501140359,-0.1640719052663,-0.128538961003447,-0.0717360361162329,-0.0286541507562621,-0.0127158655356927
567,0,-0.117585364525953,-0.120342930233967,-0.145460446996209,-0.164088019457399,-0.20000638096712,-0.281762333322343,-0.157814421571117,-0.139904634001991,-0.0575930954521789,-0.0619398240710626
568,0,-0.0693162527586707,-0.0937415640947881,-0.132231195795577,-0.141351642504684,-0.190816834388321,-0.15979206235918,-0.112509393851513,-0.0674506797559287,-0.0298210530060342,-0.00787405762440219
569,0,-0.124410019083604,-0.121919023581332,-0.15913508301498,-0.179246325686961,-0.210252717443479,-0.292850344632384,-0.165157891985847,-0.137256941168175,-0.0580979994365003,-0.0592084035452829
570,0,-0.0798374933246001,-0.0890113512731249,-0.127699325258242,-0.133006155486803,-0.203225303802302,-0.169667814251271,-0.141527439370477,-0.0954945305040296,-0.0476887206201907,-0.0489768666861319
571,0,-0.146735428492161,-0.127715599344764,-0.199846140849103,-0.222101863525496,-0.242773323657936,-0.334693696239063,-0.192177687321485,-0.138686141416708,-0.0578003755793277,-0.0604045611845916
572,0,-0.07456053940993,-0.0728148960058085,-0.130887109954135,-0.127763922534721,-0.20233183165901,-0.155175103638492,-0.136330882648089,-0.0971907799859639,-0.0455940740571248,-0.0416122354402749
573,0,-0.131324130331609,-0.128944159447799,-0.163298519440178,-0.190070045783589,-0.221126818566418,-0.307169011287712,-0.174294355400751,-0.170113344671561,-0.0634158820609014,-0.0673023931416511
574,0,-0.0757023151535081,-0.0844039912807411,-0.145077243767373,-0.150650649268522,-0.19447817079148,-0.162914748011553,-0.120463298452088,-0.0707896311849985,-0.0503620697470114,-0.0139296569924408
575,0,-0.135310409392587,-0.127195658998802,-0.174516662677893,-0.203372577770622,-0.227237541194734,-0.316943326851789,-0.179862602711615,-0.164693572610119,-0.0659090193191367,-0.0646776342093598
576,0,-0.0771157581616295,-0.0797887926831473,-0.14903860183253,-0.155248905716034,-0.195147245673399,-0.167247650320753,-0.123955902616913,-0.072477286164748,-0.0573074473895645,-0.0165873494404277
577,0,-0.153115923067129,-0.126966270408809,-0.208454870129585,-0.241487161320482,-0.250508979431943,-0.354618260635061,-0.202860962804434,-0.158244937697115,-0.0688073808021094,-0.0649364523561859
578,0,-0.0793336651470653,-0.08358396905708,-0.147826565778376,-0.16422150207329,-0.186939882275619,-0.171063021917739,-0.132778699183923,-0.0652527640374175,-0.0692324655490814,-0.0266820122971199
579,0,-0.140010034399276,-0.132226079817469,-0.176958612556801,-0.210608498156578,-0.233584467531679,-0.322134192132099,-0.189245844143073,-0.194634045274722,-0.0725555306783247,-0.0717328202299653
580,0,-0.0826403680352608,-0.0937633377568396,-0.143247052857303,-0.179474360632395,-0.175716155744578,-0.183789982624109,-0.149016157490276,-0.0511929072218622,-0.0833475507674456,-0.0417395377097268
581,0,-0.125643159966685,-0.133920530975076,-0.148709460069902,-0.180644152203721,-0.216675694171964,-0.286953439194416,-0.177434138558519,-0.2181260627008,-0.0732442594440508,-0.0724027621514617
582,0,-0.0881499067742451,-0.0793542781483529,-0.149079324401379,-0.198407132449026,-0.179543395319165,-0.199373593404813,-0.164552899730149,-0.0613484503151638,-0.0788817788173172,-0.0329557018113559
583,0,-0.136968822947795,-0.125741758772568,-0.173555972712974,-0.209711384616677,-0.22792957670501,-0.313227780084048,-0.193763066459417,-0.199474067708814,-0.0798272661536304,-0.0728212507395811
584,0,-0.0887394906061653,-0.0614548197938091,-0.144888600182184,-0.20443339220237,-0.197006009804334,-0.242968757772441,-0.20499989593906,-0.0908463904448257,-0.0869958331105241,-0.047437539419931
585,0,-0.085340404266478,-0.0708541884783759,-0.153777377294938,-0.20110200003488,-0.179432273094632,-0.198461913206616,-0.164726461872071,-0.0600651889767151,-0.0813275314803691,-0.0362742853370182
586,0,-0.139785358295239,-0.124008529565095,-0.18039423569345,-0.218855660672927,-0.232130441024082,-0.318194817036974,-0.20238713939809,-0.203782603350449,-0.0829083816296485,-0.0751812113905513
587,0,-0.0880070212668369,-0.0643032443443911,-0.157340919679141,-0.217204200839973,-0.187215623787245,-0.230895289750271,-0.179138368659402,-0.0706453105832484,-0.0935904084363114,-0.0451704986833625
588,0,-0.124494112418782,-0.116838796755523,-0.132578261543189,-0.162100798191423,-0.199519885545461,-0.243778987933135,-0.169718783598705,-0.228096943488835,-0.0731995404662811,-0.0656310183117385
589,0,-0.0900535154727529,-0.0528830445263595,-0.156813747688407,-0.229388495196614,-0.207807264065935,-0.279398638708115,-0.222128584056528,-0.102656530388862,-0.104172342140641,-0.0637249006153964
590,0,-0.084424921681417,-0.0555249633919029,-0.16264389911217,-0.220412440958177,-0.188137057860407,-0.23073357889902,-0.179541269024303,-0.0703540978656001,-0.0967780906487554,-0.0499831450345771
591,0,-0.117785663710623,-0.111231100394528,-0.13134018623985,-0.169172546162164,-0.205436377426074,-0.231552017945873,-0.174939159901595,-0.191311047469992,-0.0745293439786117,-0.0596532676253808
592,0,-0.106770945330624,-0.106981816982405,-0.132148510506528,-0.188367902320625,-0.219664830646344,-0.235296997544179,-0.193882809590453,-0.146704806557355,-0.0770634800246187,-0.0566505985437127
593,0,-0.0964728555587636,-0.0968006551862554,-0.127804985661155,-0.18512778620291,-0.211560155192204,-0.239444419441044,-0.211391829208253,-0.155508859785688,-0.078726362120849,-0.0595054056775552
594,0,-0.0862203161479336,-0.0547631444785868,-0.138048488919869,-0.230532988092289,-0.202238171784119,-0.280776106116519,-0.260955943623674,-0.107066120451979,-0.098098052197349,-0.0690060340672008
595,0,-0.0835292228898121,-0.0615745520749916,-0.148782795900781,-0.239315396027855,-0.176407126557846,-0.243261592890007,-0.2170250652483,-0.0529902028090592,-0.0942127982880595,-0.0596011383895395
596,0,-0.0872536795208306,-0.0839185755334778,-0.124150682715377,-0.184646448707285,-0.202868542139285,-0.246739781561688,-0.231412303077308,-0.167407671944425,-0.083848406858186,-0.0633972588609081
597,0,-0.0771749590256893,-0.0719928190594722,-0.123505741505487,-0.208440982957583,-0.212097193175399,-0.257820768394724,-0.252548431944368,-0.135330675426789,-0.0825392437806588,-0.0587136961466971
598,0,-0.0737964225826826,-0.0622144271351387,-0.119681465749994,-0.203668752607811,-0.19529741665842,-0.234610587092325,-0.242879043246905,-0.108903201386027,-0.0795850379256717,-0.0560835327262535
599,0,-0.0658887364075258,-0.0539303670194272,-0.0912849247347982,-0.166749540034223,-0.166142402581015,-0.176640925798314,-0.237264057725696,-0.0895832728358549,-0.0682055312905152,-0.0498602655294521
600,0,-0.0678884567218656,-0.0562026819464476,-0.108179585324665,-0.184190650273585,-0.158397608628382,-0.176806287497878,-0.214524157914513,-0.0572654141290541,-0.0745057211511829,-0.0536428934869481
601,0,-0.0900592188444338,-0.0740866051099113,-0.116504921020569,-0.170637189494818,-0.152005217630771,-0.186069242644917,-0.147064446376256,-0.110813976387368,-0.0669318400240173,-0.0328894199236209
602,0,-0.048708898074296,-0.0601083327158801,-0.0788494655845112,-0.168855741343578,-0.147547037432569,-0.160512680849291,-0.118493432833942,-0.0761987543024009,-0.0524240504786144,0.00293712207950181
603,0,-0.0601854135847305,-0.0635732149390114,-0.0685344830864474,-0.163422781758417,-0.1357789301219,-0.171163284598614,-0.14750549226603,-0.0978510190529658,-0.0776580496620741,-0.0114022529003125
604,0,-0.062971494401184,-0.0591474266159483,-0.0955642779560818,-0.158902774776311,-0.143083020072397,-0.157910910373413,-0.121000393916095,-0.0826025234479596,-0.0382809844757044,-0.0120381904490762
605,0,-0.0784359177548518,-0.0594956859295402,-0.0792489609887654,-0.175917971732337,-0.16714176559482,-0.184519492346378,-0.139946956199056,-0.171107686615059,-0.0940672049852226,-0.0607519959281367
606,0,-0.0551100837326073,-0.0480995912159873,-0.0801244016262139,-0.168878730773887,-0.158179476963266,-0.164355700535257,-0.102168608054123,-0.131181361812353,-0.0623012983839126,-0.0376353205152866
607,0,-0.0558474031654645,-0.0558798995692678,-0.075560811868582,-0.179953194590865,-0.168138958766948,-0.180317333287112,-0.11856387737672,-0.14527871356233,-0.0835789184552518,-0.0347854488550616
608,0,-0.0590307940646786,-0.0441458773552678,-0.10503489955579,-0.161641228432402,-0.151884977374758,-0.160955819399812,-0.0971209654904712,-0.116646113201181,-0.0317028234784569,-0.0437826925311319
609,0,-0.0481703317777679,-0.0407913315272287,-0.0949511952865136,-0.166629796153992,-0.155901755765396,-0.156775339526362,-0.0814029155299982,-0.118690671309986,-0.0452972089766728,-0.0323124709632046
610,0,-0.0506082809221722,-0.0403593970558572,-0.109667807812089,-0.1651676506856,-0.154775742156914,-0.158934863821934,-0.0828243027442819,-0.11752174856615,-0.03146227644111,-0.0407492056965446
611,0,-0.0687934987688339,-0.0632163973141909,-0.0703670549477721,-0.155163615363413,-0.128293514099451,-0.173343768733718,-0.151380061600531,-0.107073590892742,-0.0832337257111001,-0.020950903933092
612,0,-0.0615401478424977,-0.0635319452962886,-0.0692992319599631,-0.150614868437565,-0.121440228422208,-0.16007339380002,-0.153090367408362,-0.0835761557390804,-0.0726049074419658,-0.00610211476738109
613,0,-0.0572893211171445,-0.0620109854603551,-0.084943095827732,-0.159403504970016,-0.137536556163128,-0.159108930489947,-0.124048782841086,-0.0780233540005436,-0.0536580828908195,-0.00391038694535639
614,0,-0.0487744818913073,-0.0534369296754592,-0.0721054583123782,-0.153411958408958,-0.133776798068783,-0.151344858174246,-0.114802132618112,-0.0802116498100999,-0.0457720500119729,-0.00369005346426399
615,0,-0.0614214867782958,-0.0561601577535634,-0.102087210353555,-0.157442146211031,-0.141390799481003,-0.159020176261179,-0.11546011109731,-0.0857586482988569,-0.031492062383909,-0.0186793771733876
616,0,-0.0451130465726604,-0.0492555680071919,-0.0841051142213465,-0.160221134460433,-0.145868805174144,-0.155858189209074,-0.100999706757023,-0.0872646172182238,-0.0366525031724638,-0.00953132674338841
617,0,-0.0433332820391273,-0.0529615403390983,-0.108472897054637,-0.16885659739794,-0.15348961338231,-0.160159374145004,-0.088548751810275,-0.0809798795835802,-0.0248073841361159,-0.0105450476289968
618,0,-0.0647761552689501,-0.0584344370886747,-0.0810384027418912,-0.185461545269487,-0.174906170425314,-0.186488400568232,-0.117542629600431,-0.163874112215522,-0.0966833320608588,-0.0434366840950947
619,0,-0.0590582958123997,-0.0579362408556994,-0.0756205511286899,-0.177758785560612,-0.169319572465185,-0.186249937345279,-0.12226983579208,-0.150824501536816,-0.08652004780164,-0.0352345307997988
620,0,-0.0427290764943606,-0.0439464519722332,-0.0929249312724862,-0.17012399732477,-0.156727620969939,-0.158775823793158,-0.0750662131099815,-0.115554831201924,-0.0397008145574687,-0.0307604090683132
621,0,-0.0509830003637706,-0.0414473566402586,-0.10851335369185,-0.16326786306182,-0.153514904101804,-0.161171192069978,-0.0869385832656637,-0.117854063134622,-0.0255552134387619,-0.0461598849225839
622,0,-0.0349834109090098,-0.0369294816964322,-0.108274409837509,-0.169842337406763,-0.153783126481758,-0.156073743383431,-0.0708017321471882,-0.116377508617868,-0.0303500122155015,-0.03769593880167
623,0,-0.0665598524190402,-0.0684158589624317,-0.0704803749669958,-0.137533914182499,-0.0992526290251584,-0.154854651158603,-0.161163013338063,-0.0679512925985044,-0.0875835704042841,0.00163934352856976
624,0,-0.0674748690748878,-0.069805970333169,-0.0746514205140486,-0.136746382872429,-0.0994432942234998,-0.13572841698312,-0.183171659382149,-0.0538188441618878,-0.0732573774013078,0.0109288580391038
625,0,-0.0680442930366956,-0.0701943261507063,-0.0710164077201564,-0.130359967232421,-0.0910619601480466,-0.143562352922138,-0.169581432747543,-0.0579501128449732,-0.088246549375817,0.00762563861232013
626,0,-0.0513369310095906,-0.0656175487383709,-0.0689191441056018,-0.136388266978556,-0.102386032323044,-0.129239055308997,-0.152445614572254,-0.035373704723613,-0.0601536818312568,0.023741535910105
