Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10","Regional strain value, cardiac phase_11"
69,0,-0.0485426554892837,-0.0870727519267491,-0.262561069593389,-0.290821712273649,-0.357108766416094,-0.382060483891693,-0.282171816798541,-0.245321420786169,-0.12112537769669,-0.118339854447643
70,0,-0.0077447992499966,-0.0991182260348309,-0.207908212736221,-0.288453546898518,-0.352618333282602,-0.353300782584536,-0.314376112001052,-0.253327681556983,-0.151993537898615,-0.115004573762145
71,0,0.0223682759085362,0.0288384404212922,-0.198593052883733,-0.201647410205042,-0.269010070901552,-0.356442328256991,-0.258249584466822,-0.212667044493058,-0.107654887185407,-0.0726939199742088
72,0,0.0243229758074435,0.0196172770202538,-0.201962736943748,-0.214045215931089,-0.284677399338638,-0.371542308059994,-0.269040060585032,-0.221881996450453,-0.110664043390885,-0.067556678493494
73,0,-0.0204103203020709,0.0373359052576094,-0.251657904292839,-0.208868437889675,-0.28325286744188,-0.363101812246276,-0.25457389850262,-0.224732528930551,-0.0925495386307038,-0.0769391919275804
74,0,-0.0211977803181782,0.0393772689165879,-0.249079189254418,-0.197251194730989,-0.27427186076153,-0.35550188548952,-0.256327436411065,-0.224447375390262,-0.0931333553251499,-0.0824750015668986
75,0,-0.0207307282313374,0.040834251961823,-0.244856180788177,-0.185358204187994,-0.264791071421143,-0.345931196238554,-0.258319275365952,-0.224142501061217,-0.0939188994668475,-0.087192356891288
76,0,-0.0299826687439578,-0.0278468723314236,-0.255395354419831,-0.243263658785703,-0.31505795977337,-0.353065340536373,-0.286541661998659,-0.245980830150936,-0.115919900890266,-0.102345403070511
77,0,0.0138560484793184,-0.0832349209613928,-0.170569737061962,-0.263810543833512,-0.317439513057035,-0.31225082130282,-0.310108163704853,-0.239642532646242,-0.1621903482278,-0.107742690732104
78,0,0.0211089886887912,0.0291638825974352,-0.201443965705472,-0.201233459485161,-0.273245028474206,-0.366870424293127,-0.274555014007635,-0.221342282937984,-0.114400132532889,-0.072410941569246
79,0,0.00443490083146014,-0.00507805070373624,-0.222559451068397,-0.241198669142823,-0.307880670725707,-0.403287753995308,-0.283505095012426,-0.234483395574396,-0.127981767399384,-0.0944363524463621
80,0,-0.0191151197063559,0.0374082375259559,-0.255831040917239,-0.208991637432075,-0.289901067095831,-0.376173890812022,-0.274024621430661,-0.236386260371244,-0.100810140472815,-0.0780036852872503
81,0,-0.0267017526079774,-0.0401195914166156,-0.276083796227737,-0.257823761243643,-0.333191255096874,-0.361656078147227,-0.266755740653691,-0.236384355915265,-0.114636939275001,-0.097502532040161
82,0,0.0121731673443195,-0.0540974003124737,-0.180490028000027,-0.253918269736158,-0.28850606161066,-0.315332452416016,-0.240172331630136,-0.191028141986611,-0.135559940592202,-0.11139061643664
83,0,-0.00783309525872067,-0.0156687161515177,-0.235364855618779,-0.254032490383699,-0.317943580792557,-0.421290142852599,-0.291745951287293,-0.239828424622721,-0.138009585400282,-0.107614154993096
84,0,0.0139874147993113,0.0060526867033226,-0.21915666572859,-0.233029584239463,-0.306274236794898,-0.398328427436295,-0.293488930668456,-0.239048668368249,-0.12799903552252,-0.0749197357435278
85,0,-0.0139572858403142,0.0199774760935465,-0.249253880412789,-0.228460876728371,-0.30814872996034,-0.402181389468459,-0.292066208728543,-0.24451565436224,-0.117010082988416,-0.0837302121905362
86,0,0.0169349437298147,-0.0502696722400359,-0.177238930200318,-0.23968446182757,-0.294507505777517,-0.319040993531924,-0.270218993383412,-0.210609407238595,-0.147241784637459,-0.101146613269562
87,0,-0.016729599352812,-0.0496447060135423,-0.23261734036587,-0.289063823080168,-0.357095155546674,-0.396285892222865,-0.315337671206813,-0.263148449271064,-0.148865942802528,-0.103383914349276
88,0,-0.0131281609483651,-0.00914314834652941,-0.25190420720947,-0.26969166070673,-0.351961487167557,-0.411069413011696,-0.302945027337993,-0.261895701913172,-0.12228136758739,-0.0745986874134724
89,0,0.021319307205319,0.00113292243976093,-0.220847180029745,-0.249769680993732,-0.333459411806668,-0.414989728327374,-0.311829984747035,-0.254825461033063,-0.131289634919481,-0.0587845109786673
90,0,-0.0240019474341006,-0.0319562900798261,-0.239408663784997,-0.277848172002281,-0.353935073239658,-0.417708443023398,-0.318306176186814,-0.2638978592376,-0.137495797155974,-0.0977457781123526
91,0,0.017179932494386,0.0240357774270348,-0.211129654268248,-0.210310693149517,-0.288646847082058,-0.392657847896115,-0.302578507308722,-0.236368905458796,-0.126957224571199,-0.0659689654013602
92,0,0.0480968503272285,-0.0587775623440245,-0.0924541621989688,-0.217713270444125,-0.256207550232333,-0.263194770341144,-0.317015362439763,-0.215038286021519,-0.203501818310281,-0.10526006017171
93,0,0.00456832074846725,-0.0129116744125,-0.220316681489365,-0.253000772897743,-0.329950188397185,-0.412892912154724,-0.317112465729913,-0.25192709462303,-0.140132771102077,-0.074608083437431
94,0,0.0100212671199735,-0.0194277112829141,-0.226741827105978,-0.26354885307,-0.346991216755532,-0.439782248066706,-0.325648989626777,-0.263166732184535,-0.14418190149009,-0.0724423343188005
95,0,-0.0274010899321686,-0.00754212252489739,-0.271801274996966,-0.274742497675764,-0.364529632050306,-0.455405479940085,-0.328942211400214,-0.2761506558352,-0.135155707444247,-0.0881361318210648
96,0,0.0385020955918163,-0.0369539100520357,-0.108262692594125,-0.205707002114597,-0.239467622519118,-0.272598992891828,-0.297254390980178,-0.201396576973843,-0.190030843429124,-0.106655005666157
97,0,-0.00397412394926466,-0.033057717071088,-0.241260889395808,-0.277125135484781,-0.357836610154967,-0.456539561804186,-0.330373478948919,-0.266996951507385,-0.155008062217705,-0.0838366073690852
98,0,0.0269131092361812,0.00100031632927333,-0.21266608833128,-0.248349442325853,-0.344282279156744,-0.421913879759677,-0.334457115969152,-0.265144922346428,-0.144878154539389,-0.0505895126269911
