Time (sec),Basal FW Strain,Mid FW Strain,Apical FW Strain,ECG Amplitude,End-systolic frame
0,0,0,0,-0.2520446,0
0.020159,-0.004902704,-0.002157278,-0.01039776,0.2401487,0
0.040318,-0.01069788,-0.003742165,-0.02003087,0.4527881,0
0.060477,-0.01498413,-0.006412848,-0.02801302,0.4527881,0
0.08063599,-0.01746302,-0.0109625,-0.03462047,0.4527881,0
0.100795,-0.01943292,-0.01606974,-0.04052297,0.4527881,0
0.120954,-0.0229433,-0.01975214,-0.04584416,0.4527881,0
0.141113,-0.02951084,-0.02167044,-0.0503413,0.4527881,0
0.161272,-0.03837463,-0.0233171,-0.05415707,0.4527881,0
0.181431,-0.04659312,-0.0259987,-0.0578381,0.601487,0
0.20159,-0.05176491,-0.02937333,-0.06161811,0.7368029,0
0.221749,-0.05458757,-0.03237163,-0.06492091,0.7501858,0
0.241908,-0.05787908,-0.03464439,-0.06676648,0.8988848,0
0.262067,-0.06269653,-0.036413,-0.06674286,0.7501858,0
0.282226,-0.06675364,-0.03786694,-0.06522653,0.601487,0
0.302385,-0.06758023,-0.0394051,-0.06308346,0.4527881,0
0.322544,-0.06519641,-0.04174643,-0.06144219,0.3353159,0
0.342703,-0.06054154,-0.04503109,-0.06070718,0.3040892,1
0.362862,-0.05418713,-0.04780115,-0.05992264,0.3040892,0
0.383021,-0.0478605,-0.04752617,-0.0575765,0.3040892,0
0.40318,-0.04437762,-0.0426448,-0.05240437,0.4527881,0
0.423339,-0.04456159,-0.03391984,-0.04363517,0.730855,0
0.443498,-0.04528645,-0.0237774,-0.0312475,1,0
0.463657,-0.04157402,-0.01446507,-0.01640116,0.9732342,0
0.483816,-0.03143712,-0.006594541,-0.001555383,0.601487,0
0.503975,-0.0184135,0.000681138,0.01041181,0.4334573,0
0.524134,-0.00798265,0.008028386,0.01776662,0.1553904,0
0.544293,-0.002439824,0.01486488,0.02086248,-0.1420074,0
0.5644519,-0.00075942,0.02010737,0.02154784,-0.1420074,0
0.5846109,-0.001210155,0.0232522,0.02163478,0.006691456,0
0.6047699,-0.002023466,0.0241885,0.02175301,0.006691456,0
0.624929,-0.00139278,0.02256034,0.02127707,0.006691456,0
0.645088,0.000856491,0.01841301,0.01905203,0.006691456,0
0.665247,0.002468481,0.01290207,0.0143382,-0.5568773,0
0.685406,0.001651393,0.006879911,0.007535013,-1,0
0.705565,1.39e-17,-8.67e-19,-8.67e-19,-0.3040892,0
