Time (sec),Basal FW Strain,Mid FW Strain,Apical FW Strain,ECG Amplitude,End-systolic frame
0,0,0,0,0.7677189,0
0.021509,-0.001751518,-0.005661715,-0.00607445,0.4782609,0
0.043018,-0.005647067,-0.008665362,-0.01305646,-0.7569982,0
0.064527,-0.01086882,-0.00993006,-0.02127728,-1,0
0.086036,-0.01686455,-0.01246545,-0.03078224,-0.8808815,0
0.107545,-0.02443995,-0.01749213,-0.04122885,-0.8808815,0
0.129054,-0.0336924,-0.02378789,-0.05217121,-0.761763,0
0.150563,-0.04260736,-0.02994401,-0.06286745,-0.761763,0
0.172072,-0.04963311,-0.03543603,-0.07238691,-0.761763,0
0.193581,-0.05636632,-0.03958984,-0.07998892,-0.761763,0
0.21509,-0.06487916,-0.04104638,-0.08524097,-0.761763,0
0.236599,-0.07415611,-0.03941384,-0.08773547,-0.761763,0
0.258108,-0.08185589,-0.03624953,-0.0869249,-0.6426444,0
0.279617,-0.0870661,-0.03351144,-0.08263338,-0.6426444,0
0.301126,-0.08915768,-0.0326885,-0.07546195,-0.6426444,1
0.322635,-0.08710568,-0.03512498,-0.06653628,-0.6426444,0
0.344144,-0.08102164,-0.04110671,-0.05738605,-0.6092913,0
0.365653,-0.07166117,-0.04847582,-0.04975924,-0.5235259,0
0.387162,-0.05969862,-0.05308956,-0.04455781,-0.5235259,0
0.408671,-0.04721163,-0.05211591,-0.04071191,-0.5235259,0
0.43018,-0.03774103,-0.04662654,-0.03584119,-0.5235259,0
0.451689,-0.03303349,-0.03996216,-0.02871221,-0.5235259,0
0.473198,-0.03116695,-0.03512563,-0.0205753,-0.5235259,0
0.494707,-0.02914322,-0.03423916,-0.01355613,-0.5235259,0
0.516216,-0.02606896,-0.03755014,-0.008690085,-0.4044074,0
0.537725,-0.02320551,-0.04191535,-0.005739265,-0.2852889,0
0.559234,-0.02159551,-0.0427391,-0.003686305,0.2483621,0
0.580743,-0.02024183,-0.03792264,-0.001723569,0.5461584,0
0.602252,-0.01686576,-0.02861669,-6.44e-05,-0.007742703,0
0.6237611,-0.01066019,-0.01716959,0.001068354,-0.6867183,0
0.64527,-0.0036112,-0.005973337,0.002390371,-1,0
0.666779,0.002004638,0.00276369,0.004558482,-1,0
0.688288,0.00596893,0.007531083,0.006970826,-0.8808815,0
0.709797,0.008170809,0.007848905,0.007863025,-0.7974985,0
0.731306,0.006630305,0.004584631,0.005561927,0.2626563,0
0.752815,1.39e-17,6.94e-18,2.78e-17,1,0
