Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9"
49,0,-0.0906081288022648,-0.0149171011016006,-0.0260752630274949,0.0177547359235433,-0.00422837912869423,-0.112422847854502,-0.0630937885849409,-0.0165731151537685
50,0,-0.12261195129596,-0.0754911967336203,-0.0747836770146427,-0.0355892169989023,-0.0294847745122191,-0.191568204628509,-0.124663128532994,-0.0599728718180313
51,0,-0.0914881026086608,-0.0100790780472766,-0.0163229018112567,0.0218443078680854,-0.000256777150962728,-0.158128963221759,-0.0959919660157665,-0.0403220884072067
52,0,-0.100656161687394,-0.0433900649364873,-0.0546801249982087,-0.0207832281469884,-0.0265399772448413,-0.118248957164781,-0.0752631301356051,-0.0332943826122857
53,0,-0.0968200852119164,-0.0475494122153397,-0.077839849960303,-0.0558902145976398,-0.0339604768851566,-0.118700128330653,-0.0910717282479616,-0.0179686938084929
54,0,-0.0996869127978169,-0.0627646910956781,-0.0797899944058276,-0.0468368338558296,-0.0250129063012936,-0.174188117206549,-0.11301895847255,-0.0512404025438712
55,0,-0.0972741709190323,-0.0673990270781413,-0.09736203291639,-0.0806298072701931,-0.0417006108817537,-0.141976214785504,-0.101689523467964,-0.0382895729458615
56,0,-0.109752509670725,-0.0928633200381787,-0.128219601806098,-0.121936923851395,-0.0644666833458485,-0.157654236924298,-0.105220897582255,-0.047033666974751
57,0,-0.101316122873437,-0.0866537130718074,-0.128178476007613,-0.130264060580879,-0.0679696540069692,-0.148064393201069,-0.0975354842393947,-0.0425873109688314
58,0,-0.0923541581458968,-0.0798734164111654,-0.126950823804593,-0.137241184392556,-0.0708846127004017,-0.138377440718674,-0.0898552889014397,-0.0386793363412316
