Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9"
1,0,-0.0520227648385015,-0.0316951445661658,-0.0294437689054511,-0.0328547930157455,-0.0374082054758902,-0.111737877562017,-0.0389510706405052,0.025515386873451
2,0,-0.0728038753692745,-0.0667172595228325,-0.0608132594362497,-0.052857128111243,-0.0507824482143473,-0.154258436544637,-0.0506698857494586,-0.00169587515773539
3,0,-0.0673985210375078,-0.0441930258662334,-0.0445845997113289,-0.0406526779973162,-0.0431676410400168,-0.144344463376346,-0.0556384269648759,0.0162194865452003
4,0,-0.0781818934027056,-0.0808538131807923,-0.0701294949206175,-0.0505806115157446,-0.0405330269597257,-0.152053320941134,-0.0499275035276909,-0.026950466403093
5,0,-0.084898310008326,-0.0959947506173685,-0.0925956637601039,-0.0776796683723057,-0.0587925864322225,-0.172653847281928,-0.0568114206698055,-0.0142075406740116
6,0,-0.101145651168411,-0.108009766166269,-0.106462933074495,-0.0860683902470891,-0.0616017561564249,-0.181056907770112,-0.049568299400028,-0.0475472798249817
7,0,-0.055232259295202,-0.0273237949430758,-0.0280872004485192,-0.0250958601263213,-0.0313175088999744,-0.12281173311824,-0.052053982812627,0.0220363632552494
8,0,-0.0866598554671295,-0.0688723542380526,-0.0749773060551243,-0.0602763652922785,-0.0439875327645916,-0.178991364236658,-0.0897724196045334,0.0144141734965579
9,0,-0.0816260645637853,-0.0896062645814314,-0.0934319643840027,-0.078725018348996,-0.0556141949465845,-0.171601336178204,-0.0753286900446672,0.000350252899280257
10,0,-0.0984174433805115,-0.110428623876421,-0.1130087180948,-0.0934916709830026,-0.0642268001810885,-0.189293006876489,-0.0658865573793319,-0.0306939213262079
11,0,-0.0520124943143803,-0.0494244565141782,-0.0418525813945937,-0.033105301671478,-0.0291366506266501,-0.124796139688697,-0.042356054646051,-0.0339202128315347
12,0,-0.0789703209288664,-0.0716421822855934,-0.0828655866087177,-0.0731114890393606,-0.0447563723234174,-0.156308109085464,-0.0846490238570236,0.0282231785931712
13,0,-0.0851634347174665,-0.0691539838487749,-0.0805422205670175,-0.0632246517527615,-0.0365204249996532,-0.173237088207166,-0.103690147438478,0.0181900690229253
14,0,-0.089305061838453,-0.110564103337181,-0.119173570975853,-0.0975322715601105,-0.06102324557915,-0.198449553410869,-0.100320623060541,-0.0179749934546665
15,0,-0.0747693540567531,-0.0882016872539202,-0.0929232126510874,-0.0783767548359503,-0.0517890345419973,-0.170114840254378,-0.0790120106630043,-0.0240563849680231
16,0,-0.0502411759057791,-0.0610539083217677,-0.0636291331935013,-0.0588577031757493,-0.041193151144259,-0.141828257190616,-0.0712384066218242,-0.0194741889601145
17,0,-0.0374165929363677,-0.0483611569774917,-0.0487796898155376,-0.0508643151400332,-0.036822132633308,-0.12553006835234,-0.0621715996603494,-0.0170751585608941
18,0,-0.0105948289008178,-0.00877328271162647,0.00497506958404204,0.00189464926868621,-0.00501120849859504,-0.0817624181119206,-0.0383937723667018,-0.01769213424504
19,0,-0.0396307969080852,-0.056531569390192,-0.0601670277308856,-0.0597633151257603,-0.0375753436841489,-0.125996780234151,-0.0583352429399742,-0.0347047232336996
20,0,-0.0384133012878933,-0.0520267807592274,-0.0581610734516952,-0.0661281962561332,-0.045207614087175,-0.12229807657304,-0.0545549655315928,-0.00809931082039916
21,0,-0.0417827817835872,-0.0679495938344888,-0.0779164296295407,-0.0812815063163155,-0.0517419478661655,-0.130641597659121,-0.0568348600018237,-0.0465040118162779
22,0,-0.0719894321309257,-0.0637223033846014,-0.0770538279349963,-0.0665189745667564,-0.0379786880740601,-0.147822474363785,-0.0916292439701638,0.0228035915786071
23,0,-0.077679124368472,-0.0607900424490663,-0.0741415880337608,-0.0555286408062426,-0.0291202641356402,-0.163957983713606,-0.110159578148732,0.0125329697816114
24,0,-0.0835618262925431,-0.105375035532089,-0.116466724600642,-0.0934274813738722,-0.0553109397322782,-0.192273451277134,-0.108659999414535,-0.0248319256916304
