% RR interval,RV pressure (mmHg)
0,7.4280442804428
1.89573459715638,8.53505535055351
3.79146919431275,9.75276752767527
5.68720379146919,11.0811808118081
7.58293838862556,12.9630996309963
8.53080568720378,14.8450184501845
8.53080568720378,16.5055350553505
9.47867298578194,18.719557195572
10.4265402843602,19.9372693726937
11.3744075829384,21.5977859778598
12.3222748815166,24.3653136531365
14.218009478673,27.0221402214022
15.1658767772511,30.8966789667897
17.0616113744076,34.1070110701107
18.9573459715639,38.0922509225092
19.9052132701422,41.0811808118081
20.8530805687204,42.2988929889299
21.8009478672986,43.4059040590406
23.696682464455,43.9594095940959
24.6445497630331,44.7343173431734
26.5402843601896,45.1771217712177
29.3838862559242,46.3948339483395
29.3838862559242,48.719557195572
31.2796208530805,49.8265682656827
33.175355450237,51.4870848708487
34.1232227488151,52.8154981549816
35.0710900473933,53.9225092250923
35.0710900473933,54.5867158671587
36.0189573459715,55.2509225092251
39.8104265402843,55.9151291512915
40.7582938388625,55.2509225092251
42.654028436019,54.4760147601476
44.5497630331753,53.0369003690037
46.4454976303317,51.5977859778598
47.3933649289099,49.4944649446495
50.2369668246445,47.3911439114391
52.1327014218009,45.1771217712177
53.0805687203791,43.4059040590406
54.9763033175355,40.859778597786
55.9241706161137,38.0922509225092
56.8720379146919,35.6568265682657
57.8199052132701,31.5608856088561
59.7156398104265,28.5719557195572
60.6635071090047,25.2509225092251
61.6113744075829,22.5940959409594
62.5592417061611,18.830258302583
64.4549763033176,16.2841328413284
65.4028436018957,13.8487084870849
67.298578199052,11.3025830258303
68.2464454976303,8.53505535055351
70.1421800947867,6.21033210332104
70.1421800947867,4.66051660516605
72.0379146919431,3.55350553505535
73.9336492890995,2.6678966789668
76.7772511848341,2.00369003690037
79.6208530805687,2.77859778597787
80.5687203791469,3.33210332103322
82.4644549763033,4.21771217712178
83.4123222748815,5.5461254612546
85.3080568720379,6.76383763837639
86.2559241706161,8.20295202952029
87.2037914691943,9.53136531365314
88.1516587677725,10.4169741697417
91.9431279620853,11.5239852398524
95.7345971563981,10.7490774907749
97.6303317535545,9.75276752767527
99.5260663507109,8.75645756457564
