% RR interval,RV pressure (mmHg)
0,4.24409448818898
2.63620386643234,4.43700787401573
5.27240773286465,5.01574803149606
6.85413005272409,5.98031496062993
7.90861159929702,7.13779527559055
8.43585237258347,8.8740157480315
8.96309314586995,10.6102362204724
8.96309314586995,13.503937007874
10.0175746924428,15.8188976377953
10.5448154657293,18.1338582677165
11.0720562390158,21.4133858267717
12.6537785588752,25.2716535433071
13.1810193321617,27.7795275590551
14.2355008787346,29.9015748031496
15.2899824253075,32.4094488188976
16.3444639718805,35.1102362204724
17.9261862917399,38.1968503937008
18.9806678383128,40.8976377952756
20.0351493848858,43.2125984251969
21.6168717047452,44.1771653543307
23.1985940246046,45.3346456692913
26.3620386643234,46.2992125984252
27.4165202108963,46.4921259842519
29.5254833040422,45.7204724409449
31.1072056239016,44.5629921259843
32.1616871704745,43.0196850393701
33.2161687170474,41.6692913385827
33.7434094903339,40.1259842519685
35.3251318101933,38.3897637795276
36.3796133567662,36.6535433070866
37.4340949033391,34.3385826771654
39.0158172231986,31.251968503937
40.0702987697715,29.1299212598425
40.597539543058,25.6574803149606
41.6520210896309,22.3779527559055
42.1792618629174,20.0629921259843
42.7065026362039,18.5196850393701
43.7609841827768,16.3976377952756
44.8154657293497,13.8897637795276
45.8699472759226,10.996062992126
46.9244288224956,7.71653543307087
47.9789103690686,5.78740157480314
49.0333919156415,3.27952755905511
49.5606326889279,1.9291338582677
51.1423550087873,0.578740157480297
52.1968365553603,-0.192913385826785
54.3057996485061,-0.385826771653569
56.414762741652,0
59.0509666080843,0.578740157480297
62.7416520210896,0
65.9050966608085,0.385826771653541
68.5413005272408,1.35039370078738
71.1775043936731,1.9291338582677
74.3409490333919,2.12204724409449
77.5043936731107,2.50787401574803
80.6678383128295,2.70078740157479
83.3040421792618,3.08661417322836
85.9402460456942,3.85826771653544
88.5764499121265,4.43700787401573
91.7398945518453,4.62992125984252
93.8488576449912,4.43700787401573
96.4850615114236,4.24409448818898
99.1212653778559,4.24409448818898
