% RR interval,RV pressure (mmHg)
0,24.818
1.81,26.819
5.68,31.775
6.32,34.062
8.25,37.493
8.25,35.968
10.18,40.543
10.95,39.056
11.15,41.687
12.11,43.974
13.4,45.562
14.99,47.917
19.22,51.25
20.81,52.551
24.67,54.076
29.5,55.538
36.26,56.125
42.05,53.981
44.95,51.598
48.77,47.917
49.78,45.594
50.75,43.116
52.68,39.018
52.68,41.306
53.64,37.207
54.61,35.587
54.61,34.253
56.54,31.775
58.47,27.582
58.47,25.485
60.4,23.388
60.4,21.387
62.33,19.528
63.55,17.917
64.91,16.209
69.09,14.811
74.89,15.859
78.75,17.67
81.65,19.385
86.48,21.768
90.34,23.102
100,23.388
